id,b,c,v,t
14004008,14,4,8,"And he maketh ten tables, and placeth in the temple, five on the right, and five on the left; and he maketh bowls of gold a hundred."
14004009,14,4,9,"And he maketh the court of the priests, and the great court, and doors for the court, and their doors he hath overlaid with brass."
14004010,14,4,10,"And the sea he hath placed on the right shoulder eastward, over-against the south."
14004011,14,4,11,"And Huram maketh the pots, and the shovels, and the bowls, and Huram finisheth to make the work that he made for king Solomon in the house of God;"
14004012,14,4,12,"two pillars, and the bowls, and the crowns on the heads of the two pillars, and the two wreaths to cover the two bowls of the crowns that `are' on the heads of the pillars;"
14004013,14,4,13,"and the pomegranates four hundred to the two wreaths, two rows of pomegranates to the one wreath, to cover the two bowls of the crowns that `are' on the front of the pillars."
14004014,14,4,14,And the bases he hath made; and the lavers he hath made on the bases;
14004015,14,4,15,"the one sea, and the twelve oxen under it,"
14004016,14,4,16,"and the pots, and the shovels, and the forks, and all their vessels, hath Huram his father made for king Solomon, for the house of Jehovah, of brass purified."
14004017,14,4,17,"In the circuit of the Jordan hath the king cast them, in the thick soil of the ground, between Succoth and Zeredathah."
14004018,14,4,18,"And Solomon maketh all these vessels in great abundance, that the weight of the brass hath not been searched out."
14004019,14,4,19,"And Solomon maketh all the vessels that `are for' the house of God, and the altar of gold, and the tables, and on them `is' bread of the presence;"
14004020,14,4,20,"and the candlesticks, and their lamps, for their burning according to the ordinance, before the oracle, of gold refined;"
14004021,14,4,21,"and the flowers, and the lamps, and the tongs of gold -- it `is' the perfection of gold;"
14004022,14,4,22,"and the snuffers, and the bowls, and the spoons, and the censers, of gold refined, and the opening of the house, its innermost doors to the holy of holies, and the doors of the house to the temple, of gold."
14005001,14,5,1,"And all the work that Solomon made for the house of Jehovah is finished, and Solomon bringeth in the sanctified things of David his father, and the silver, and the gold, and all the vessels he hath put among the treasures of the house of God."
14005002,14,5,2,"Then doth Solomon assemble the elders of Israel, and all the heads of the tribes, princes of the fathers of the sons of Israel, unto Jerusalem, to bring up the ark of the covenant of Jehovah from the city of David -- it `is' Zion."
14005003,14,5,3,And assembled unto the king are all the men of Israel in the feast -- it `is' the seventh month;
14005004,14,5,4,"and all the elders of Israel come in, and the Levites lift up the ark,"
14005005,14,5,5,"and they bring up the ark, and the tent of meeting, and all the vessels of the sanctuary that `are' in the tent; brought them up have the priests, the Levites;"
14005006,14,5,6,"and king Solomon and all the company of Israel who are convened unto him before the ark are sacrificing sheep and oxen, that are not counted nor numbered from multitude."
14005007,14,5,7,"And the priests bring in the ark of the covenant of Jehovah unto its place, unto the oracle of the house, unto the holy of holies, unto the place of the wings of the cherubs;"
14005008,14,5,8,"and the cherubs are spreading out wings over the place of the ark, and the cherubs cover over the ark, and over its staves, from above;"
14005009,14,5,9,"and they lengthen the staves, and the heads of the staves are seen out of the ark on the front of the oracle, and they are not seen without; and it is there unto this day."
14005010,14,5,10,"There is nothing in the ark but the two tables that Moses gave in Horeb, where Jehovah covenanted with the sons of Israel, in their going out from Egypt."
14005011,14,5,11,"And it cometh to pass, in the going out of the priests from the sanctuary -- for all the priests who are present have sanctified themselves, there is none to watch by courses,"
14005012,14,5,12,"and the Levites, the singers, to all of them, to Asaph, to Heman, to Jeduthun, and to their sons, and to their brethren, clothed in white linen, with cymbals, and with psalteries, and harps, are standing on the east of the altar, and with them priests, to a hundred and twenty, blowing with trumpets --"
14005013,14,5,13,"yea, it cometh to pass, as one `are' trumpeters and singers, to sound -- one voice -- to praise and to give thanks to Jehovah, and at the lifting up of the sound with trumpets, and with cymbals, and with instruments of song, and at giving praise to Jehovah, for good, for to the age `is' His kindness, that the house is filled with a cloud -- the house of Jehovah,"
14005014,14,5,14,"and the priests have not been able to stand to minister from the presence of the cloud, for the honour of Jehovah hath filled the house of God."
14006001,14,6,1,"Then said Solomon, `Jehovah said -- to dwell in thick darkness,"
14006002,14,6,2,"and I -- I have built a house of habitation for Thee, and a fixed place for Thy dwelling to the ages.'"
14006003,14,6,3,"And the king turneth round his face, and blesseth the whole assembly of Israel, and the whole assembly of Israel is standing,"
14006004,14,6,4,"and he saith, `Blessed `is' Jehovah, God of Israel, who hath spoken with His mouth with David my father, and with His hands hath fulfilled `it', saying:"
14006005,14,6,5,"`From the day that I brought out My people from the land of Egypt, I have not fixed on a city out of any of the tribes of Israel to build a house for my name being there, and I have not fixed on a man to be leader over My people Israel;"
14006006,14,6,6,"and I fix on Jerusalem for My name being there, and I fix on David to be over My people Israel."
14006007,14,6,7,"`And it is with the heart of David my father to build a house for the name of Jehovah God of Israel,"
14006008,14,6,8,"and Jehovah saith unto David my father, Because that it hath been with thy heart to build a house for My name, thou hast done well that it hath been with thy heart,"
14006009,14,6,9,"but thou dost not build the house, for thy son who cometh forth out from thy loins, he doth build the house for My name."
14006010,14,6,10,"`And Jehovah doth establish His word that He spake, and I rise up in the stead of David my father, and sit on the throne of Israel, as Jehovah spake, and I build the house for the name of Jehovah, God of Israel,"
14006011,14,6,11,"and I place there the ark, where `is' the covenant of Jehovah that He made with the sons of Israel.'"
14006012,14,6,12,"And he standeth before the altar of Jehovah, over-against all the assembly of Israel, and spreadeth out his hand, --"
14006013,14,6,13,"for Solomon hath made a scaffold of brass, and putteth it in the midst of the court, five cubits its length, and five cubits its breadth, and three cubits its height, and he standeth upon it, and kneeleth on his knees over-against all the assembly of Israel, and spreadeth forth his hands towards the heavens --"
14006014,14,6,14,"and saith, `O Jehovah God of Israel, there is not like Thee a god in the heavens and in the earth, keeping the covenant and the kindness for Thy servants who are walking before Thee with all their heart;"
14006015,14,6,15,"who hast kept for Thy servant David my father that which Thou didst speak to him; yea, Thou dost speak with Thy mouth, and with Thy hand hast fulfilled `it', as at this day."
14006016,14,6,16,"`And now, O Jehovah, God of Israel, keep for Thy servant David my father that which Thou didst speak to him, saying, There is not cut off to thee a man from before Me, sitting on the throne of Israel, only, if thy sons watch their way to walk in My law, as thou hast walked before Me."
14006017,14,6,17,"`And now, O Jehovah, God of Israel, is Thy word stedfast that Thou hast spoken to Thy servant, to David,"
14006018,14,6,18,"(for is it true? -- God dwelleth with man on the earth! Lo, the heavens, and the heavens of the heavens, do not contain Thee, how much less this house that I have built?)"
14006019,14,6,19,"`And Thou hast turned unto the prayer of Thy servant, and unto his supplication, O Jehovah my God, to hearken unto the cry and unto the prayer that Thy servant is praying before Thee,"
14006020,14,6,20,"for Thine eyes being open towards this house by day and by night, towards the place that Thou hast said to put Thy name there, to hearken unto the prayer that Thy servant prayeth towards this place."
14006021,14,6,21,"`And Thou hast hearkened unto the supplications of Thy servant, and of Thy people Israel, that they pray towards this place, and Thou dost hear from the place of Thy dwelling, from the heavens, and hast hearkened, and forgiven."
14006022,14,6,22,"`If a man doth sin against his neighbour, and he hath lifted up on him an oath to cause him to swear, and the oath hath come in before Thine altar in this house --"
14006023,14,6,23,"then Thou dost hear from the heavens, and hast done, and hast judged Thy servants, to give back to the wicked, to put his way on his head, and to declare righteous the righteous, to give to him according to his righteousness."
14006024,14,6,24,"`And if Thy people Israel is smitten before an enemy, because they sin against Thee, and they have turned back and confessed Thy name, and prayed and made supplication before Thee in this house --"
14006025,14,6,25,"then Thou dost hear from the heavens, and hast forgiven the sin of Thy people Israel, and caused them to turn back unto the ground that Thou hast given to them, and to their fathers."
14006026,14,6,26,"`In the heavens being restrained, and there is no rain, because they sin against Thee, and they have prayed towards this place, and confessed Thy name -- from their sin they turn back because Thou dost afflict them --"
14006027,14,6,27,"then Thou dost hear in the heavens, and hast forgiven the sin of Thy servants, and of Thy people Israel, because Thou directest them unto the good way in which they walk, and hast given rain on Thy land that Thou hast given to Thy people for an inheritance."
14006028,14,6,28,"`Famine, when it is in the land, pestilence, when it is, blasting, and mildew, locust, and caterpillar, when they are, when its enemies have distressed it in the land -- its gates, any plague and any sickness;"
14006029,14,6,29,"any prayer, any supplication that is for any man, and for all Thy people Israel, when they know each his own plague, and his own pain, and he hath spread out his hands towards this house:"
14006030,14,6,30,"then Thou dost hear from the heavens, the settled place of Thy dwelling, and hast forgiven, and hast given to each according to all his ways (because Thou knowest his heart, for Thou -- Thou only -- hast known the heart of the sons of men),"
14006031,14,6,31,"so that they fear Thee, to walk in Thy ways, all the days that they are living on the face of the ground that Thou hast given to our fathers."
14006032,14,6,32,"`And also, unto the stranger who is not of Thy people Israel, and he hath come from a land afar off for the sake of Thy great name, and Thy strong hand, and Thy stretched-out arm, and they have come in and prayed towards this house:"
14006033,14,6,33,"then Thou dost hear from the heavens, from the settled place of Thy dwelling, and hast done according to all that the stranger calleth unto Thee for: so that all the peoples of the earth do know Thy name, so as to fear Thee, as Thy people Israel, and to know that Thy name is called on this house that I have built."
14006034,14,6,34,"`When Thy people doth go out to battle against its enemies in the way that Thou dost send them, and they have prayed unto Thee the way of this city that Thou hast fixed on, and the house that I have built for Thy name:"
14006035,14,6,35,"then Thou hast heard from the heavens their prayer and their supplication, and hast maintained their cause."
14006036,14,6,36,"`When they sin against Thee -- for there is not a man who sinneth not -- and Thou hast been angry with them, and hast given them before an enemy, and taken them captive have their captors, unto a land far off or near;"
14006037,14,6,37,"and they have turned `it' back unto their heart in the land whither they have been taken captive, and have turned back, and made supplication unto Thee in the land of their captivity, saying, We have sinned, we have done perversely, and have done wickedly;"
14006038,14,6,38,"yea, they have turned back unto Thee with all their heart, and with all their soul, in the land of their captivity, whither they have taken them captive, and they have prayed the way of their land that Thou hast given to their fathers, and of the city that Thou hast chosen, and of the house that I have built for Thy name:"
14006039,14,6,39,"then Thou hast heard from the heavens, from the settled place of Thy dwelling, their prayer and their supplications, and hast maintained their cause, and forgiven Thy people who have sinned against Thee."
14006040,14,6,40,"`Now, my God, let, I beseech Thee, Thine eyes be open, and Thine ears attentive, to the prayer of this place:"
14006041,14,6,41,"and now, rise, O Jehovah God, to Thy rest, Thou, and the ark of Thy strength; Thy priests, O Jehovah God, are clothed with salvation, and Thy saints rejoice in the goodness,"
14006042,14,6,42,"O Jehovah God, turn not back the face of Thine anointed, be mindful of the kind acts of David Thy servant.'"
14007001,14,7,1,"And at Solomon's finishing to pray, then the fire hath come down from the heavens, and consumeth the burnt-offering and the sacrifices, and the honour of Jehovah hath filled the house,"
14007002,14,7,2,"and the priests have not been able to go in unto the house of Jehovah, because the honour of Jehovah hath filled the house of Jehovah."
14007003,14,7,3,"And all the sons of Israel are looking on the descending of the fire, and the honour of Jehovah on the house, and they bow -- faces to the earth -- on the pavement, and do obeisance, and give thanks to Jehovah, for good, for to the age `is' His kindness."
14007004,14,7,4,"And the king and all the people are sacrificing a sacrifice before Jehovah,"
14007005,14,7,5,"and king Solomon sacrificeth the sacrifice of the herd, twenty and two thousand, and of the flock, a hundred and twenty thousand, and the king and all the people dedicate the house of God."
14007006,14,7,6,"And the priests over their charges are standing, and the Levites with instruments of the song of Jehovah -- that David the king made, to give thanks to Jehovah, for to the age `is' His kindness, in David's praising by their hand -- and the priests are blowing trumpets over-against them, and all Israel are standing."
14007007,14,7,7,"And Solomon sanctifieth the middle of the court that `is' before the house of Jehovah, for he hath made there the burnt-offerings, and the fat of the peace-offerings: for the altar of brass that Solomon made hath not been able to contain the burnt-offering, and the present, and the fat."
14007008,14,7,8,"And solomon maketh the feast at that time seven days, and all Israel with him -- a very great assembly -- from the entering in of Hamath unto the brook of Egypt."
14007009,14,7,9,"And they make on the eighth day a restraint, because the dedication of the altar they have made seven days, and the feast seven days."
14007010,14,7,10,"And on the twenty and third day of the seventh month he hath sent the people to their tents, rejoicing, and glad in heart, for the goodness that Jehovah hath done to David, and to Solomon, and to Israel His people."
14007011,14,7,11,"And Solomon finisheth the house of Jehovah, and the house of the king; and all that hath come on the heart of Solomon to do in the house of Jehovah, and in his own house, he hath caused to prosper."
14007012,14,7,12,"And Jehovah appeareth unto Solomon by night, and saith to him, `I have heard thy prayer, and have fixed on this place to Me for a house of sacrifice."
14007013,14,7,13,"If I restrain the heavens and there is no rain, and if I lay charge on the locust to consume the land, and if I send pestilence among My people --"
14007014,14,7,14,"and My people on whom My name is called be humbled, and pray, and seek My face, and turn back from their evil ways, then I -- I hear from the heavens, and forgive their sin, and heal their land."
14007015,14,7,15,"`Now, Mine eyes are open, and Mine ears attentive, to the prayer of this place;"
14007016,14,7,16,"and now, I have chosen and sanctified this house for My name being there unto the age; yea, Mine eyes and My heart have been there all the days."
14007017,14,7,17,"`And thou, if thou dost walk before Me as David thy father walked, even to do according to all that I have commanded thee, and My statutes and My judgments dost keep --"
14007018,14,7,18,"then I have established the throne of thy kingdom, as I covenanted with David thy father, saying, There is not cut off a man to thee -- a ruler in Israel;"
14007019,14,7,19,"and if ye turn back -- ye -- and have forsaken My statutes, and My commands, that I have placed before you, and have gone and served other gods, and bowed yourselves to them -- then I have plucked them from off My ground that I have given to them,"
14007020,14,7,20,"and this house that I have sanctified for My name, I cast from before My face, and make it for a proverb, and for a byword, among all the peoples."
14007021,14,7,21,"`And this house that hath been high, to every one passing by it, is an astonishment, and he hath said, Wherefore hath Jehovah done thus to this land, and to this house?"
14007022,14,7,22,"and they have said, Because that they have forsaken Jehovah, God of their fathers, who brought them out from the land of Egypt, and lay hold on other gods, and bow themselves to them, and serve them, therefore He hath brought upon them all this evil.'"
14008001,14,8,1,"And it cometh to pass, at the end of twenty years, that Solomon hath built the house of Jehovah, and his own house."
14008002,14,8,2,"As to the cities that Huram hath given to Solomon, Solomon hath built them, and there he causeth the sons of Israel to dwell."
14008003,14,8,3,"And Solomon goeth to Hamath-Zobah, and layeth hold upon it;"
14008004,14,8,4,"and he buildeth Tadmor in the wilderness, and all the cities of store that he hath built in Hamath."
14008005,14,8,5,"And he buildeth Beth-Horon the upper, and Beth-Horon the lower -- cities of defence, with walls, two-leaved doors, and bar --"
14008006,14,8,6,"and Baalath, and all the cities of store that Solomon had, and all the cities of the chariot, and the cities of the horsemen, and all the desire of Solomon that he desired to build in Jerusalem, and in Lebanon, and in all the land of his dominion."
14008007,14,8,7,"All the people who are left of the Hittite, and the Amorite, and the Perizzite, and the Hivite, and the Jebusite, who are not of Israel --"
14008008,14,8,8,"of their sons who have been left after them in the land, whom the sons of Israel consumed not -- doth Solomon lift up a tribute unto this day."
14008009,14,8,9,"And none of the sons of Israel hath Solomon made servants for his work, but they `are' men of war, and heads of his captains, and heads of his charioteers, and of his horsemen;"
14008010,14,8,10,"and these `are' heads of the officers whom king Solomon hath, two hundred and fifty who are rulers among the people."
14008011,14,8,11,"And the daughter of Pharaoh hath Solomon brought up from the city of David to the house that he built for her, for he said, `My wife doth not dwell in the house of David king of Israel, for they are holy unto whom hath come the ark of Jehovah.'"
14008012,14,8,12,"Then hath Solomon caused to ascend burnt-offerings to Jehovah on the altar of Jehovah that he built before the porch,"
14008013,14,8,13,"even by the matter of a day in its day, to cause to ascend according to the command of Moses, on sabbaths, and on new moons, and on appointed seasons, three times in a year -- in the feast of unleavened things, and in the feast of weeks, and in the feast of booths."
14008014,14,8,14,"And he establisheth, according to the ordinance of David his father, the courses of the priests over their service, and of the Levites over their charges, to praise and to minister over-against the priests, according to the matter of a day in its day, and the gatekeepers in their courses at gate and gate, for so `is' the command of David the man of God."
14008015,14,8,15,"And they have not turned aside `from' the command of the king concerning the priests and the Levites, in reference to any matter, and to the treasures."
14008016,14,8,16,"And all the work of Solomon is prepared till the day of the foundation of the house of Jehovah, and till its completion; perfect is the house of Jehovah."
14008017,14,8,17,"Then hath Solomon gone to Ezion-Geber, and unto Elath, on the border of the sea, in the land of Edom;"
14008018,14,8,18,"and Huram sendeth to him, by the hand of his servants, ships and servants knowing the sea, and they go with servants of Solomon to Ophir, and take thence four hundred and fifty talents of gold, and bring in unto king Solomon."
14009001,14,9,1,"And the queen of Sheba hath heard of the fame of Solomon, and cometh in to try Solomon with acute sayings, to Jerusalem, with a very great company, and camels bearing spices and gold in abundance, and precious stone; and she cometh in unto Solomon, and speaketh with him all that hath been with her heart,"
14009002,14,9,2,"and Solomon declareth to her all her matters, and there hath not been hid a thing from Solomon that he hath not declared to her."
14009003,14,9,3,"And the queen of Sheba seeth the wisdom of Solomon, and the house that he hath built,"
14009004,14,9,4,"and the food of his table, and the sitting of his servants, and the standing of his ministers, and their clothing, and his stewards, and their clothing, an his burnt-offering that he offered up in the house of Jehovah, and there hath not been any more spirit in her."
14009005,14,9,5,"And she saith unto the king, `True `is' the word that I heard in my land concerning thy matters and concerning thy wisdom,"
14009006,14,9,6,"and I have given no credence to their words, till that I have come, and mine eyes see, and lo, there hath not been declared to me the half of the abundance of thy wisdom -- thou hast added unto the report that I heard."
14009007,14,9,7,"`O the happiness of thy men, and the happiness of thy servants -- these -- who are standing before thee continually, and hearing thy wisdom."
14009008,14,9,8,"Let Jehovah thy God be blessed who hath delighted in thee, to put thee on His throne for king for Jehovah thy God; in the love of thy God to Israel, to establish it to the age, He hath put thee over them for king, to do judgment and righteousness.'"
14009009,14,9,9,"And she giveth to the king a hundred and twenty talents of gold, and spices in great abundance, and precious stone; and there hath not been any such spice as the queen of Sheba hath given to king Solomon."
14009010,14,9,10,"And also, servants of Huram, and servants of Solomon, who brought in gold from Ophir, have brought in algum-trees and precious stone."
14009011,14,9,11,"And the king maketh the algum-trees staircases for the house of Jehovah, and for the house of the king, and harps and psalteries for singers; and there have been none seen like these before in the land of Judah."
14009012,14,9,12,"And king Solomon hath given to the queen of Sheba all her desire that she asked, apart from that which she had brought unto the king, and she turneth and goeth to her land, she and her servants."
14009013,14,9,13,"And the weight of the gold that is coming to Solomon in one year is six hundred and sixty and six talents of gold,"
14009014,14,9,14,"apart from `what' the tourists, and the merchants, are bringing in; and all the kings of Arabia, and the governors of the land, are bringing in gold and silver to Solomon."
14009015,14,9,15,"And king Solomon maketh two hundred targets of alloyed gold, six hundred `shekels' of alloyed gold he causeth to go up on the one target;"
14009016,14,9,16,"and three hundred shields of alloyed gold, three hundred `shekels' of gold he causeth to go up on the one shield, and the king putteth them in the house of the forest of Lebanon."
14009017,14,9,17,"And the king maketh a great throne of ivory, and overlayeth it with pure gold;"
14009018,14,9,18,"and six steps `are' to the throne, and a footstool of gold, to the throne they are fastened, and hands `are' on this `side' and on that on the place of the sitting, and two lions are standing near the hands,"
14009019,14,9,19,"and twelve lions are standing there on the six steps on this `side', and on that: it hath not been made so for any kingdom."
14009020,14,9,20,"And all the drinking vessels of king Solomon `are' of gold, and all the vessels of the house of the forest of Lebanon `are' of refined gold -- silver is not reckoned in the days of Solomon for anything;"
14009021,14,9,21,"for ships of the king are going to Tarshish, with servants of Huram: once in three years come do the ships of Tarshish bearing gold, and silver, ivory, apes, and peacocks."
14009022,14,9,22,And king Solomon becometh greater than any of the kings of the earth for riches and wisdom;
14009023,14,9,23,"and all the kings of the earth are seeking the presence of Solomon to hear his wisdom that God hath put in his heart,"
14009024,14,9,24,"and they are bringing in each his present, vessels of silver, and vessels of gold, and garments, harness, and spices, horses, and mules, a rate year by year."
14009025,14,9,25,"And there are to Solomon four thousand stalls for horses and chariots, and twelve thousand horsemen, and he placed them in cities of the chariot, and with the king in Jerusalem."
14009026,14,9,26,"And he is ruling over all the kings from the River even unto the land of the Philistines, and unto the border of Egypt."
14009027,14,9,27,"And the king maketh the silver in Jerusalem as stones, and the cedars he hath made as sycamores, that `are' in the low country, for abundance,"
14009028,14,9,28,"and they are bringing out horses from Egypt to Solomon, and from all the lands."
14009029,14,9,29,"And the rest of the matters of Solomon, the first and the last, are they not written beside the matters of Nathan the prophet, and beside the prophecy of Ahijah the Shilonite, and with the visions of Iddo the seer concerning Jeroboam son of Nebat?"
14009030,14,9,30,"And Solomon reigneth in Jerusalem over all Israel forty years,"
14009031,14,9,31,"and Solomon lieth with his fathers, and they bury him in the city of David his father, and reign doth Rehoboam his son in his stead."
14010001,14,10,1,"And Rehoboam goeth to Shechem, for `to' Shechem have all Israel come to cause him to reign."
14010002,14,10,2,"And it cometh to pass, at Jeroboam son of Nebat's -- who `is' in Egypt because he hath fled from the face of Solomon the king -- hearing, that Jeroboam turneth back out of Egypt;"
14010003,14,10,3,"and they send and call for him, and Jeroboam cometh in, and all Israel, and speak unto Rehoboam, saying,"
14010004,14,10,4,"`Thy father made our yoke sharp, and now, make light `somewhat' of the sharp service of thy father, and of his heavy yoke that he put upon us, and we serve thee.'"
14010005,14,10,5,"And he saith unto them, `Yet three days -- then return ye unto me;' and the people go."
14010006,14,10,6,"And king Rehoboam consulteth with the aged men who have been standing before Solomon his father in his being alive, saying, `How are ye counselling to answer this people?'"
14010007,14,10,7,"And they speak unto him, saying, `If thou dost become good to this people, and hast been pleased with them, and spoken unto them good words, then they have been to thee servants all the days.'"
14010008,14,10,8,"And he forsaketh the counsel of the aged men that they counselled him, and consulteth with the lads who have grown up with him, those standing before him,"
14010009,14,10,9,"and he saith unto them, `What are ye counselling, and we answer this people that have spoken unto me, saying, Make light `somewhat' of the yoke that thy father put upon us?'"
14010010,14,10,10,"And the lads who have grown up with him, speak with him, saying, `Thus dost thou say to the people who have spoken unto thee, saying, Thy father made our yoke heavy, and thou, make light `somewhat' of our yoke; thus dost thou say unto them, My little finger is thicker than the loins of my father;"
14010011,14,10,11,"and now, my father laid on you a heavy yoke, and I -- I add unto your yoke; my father chastised you with whips, and I -- with scorpions.'"
14010012,14,10,12,"And Jeroboam cometh in, and all the people, unto Rehoboam on the third day, as the king spake, saying, `Return unto me on the third day.'"
14010013,14,10,13,"And the king answereth them sharply, and king Rehoboam forsaketh the counsel of the aged men,"
14010014,14,10,14,"and speaketh unto them according to the counsel of the lads, saying, `My father made your yoke heavy, and I -- I add unto it; my father chastised you with whips, and I -- with scorpions.'"
14010015,14,10,15,"And the king hath not hearkened unto the people, for the revolution hath been from God, for the sake of Jehovah's establishing His word that He spake by the hand of Abijah the Shilonite unto Jeroboam son of Nebat."
14010016,14,10,16,"And all Israel have seen that the king hath not hearkened to them, and the people send back `to' the king, saying, `What portion have we in David? yea, there is no inheritance in a son of Jesse; each to thy tents, O Israel; now, see thy house -- David,' and all Israel go to their tents."
14010017,14,10,17,As to the sons of Israel who are dwelling in the cities of Judah -- Rehoboam reigneth over them.
14010018,14,10,18,"And king Rehoboam sendeth Hadoram, who `is' over the tribute, and the sons of Israel cast at him stones, and he dieth; and king Rehoboam hath strengthened himself to go up into a chariot to flee to Jerusalem;"
14010019,14,10,19,and Israel transgress against the house of David unto this day.
14011001,14,11,1,"And Rehoboam cometh in to Jerusalem, and assembleth the house of Judah and Benjamin, a hundred and eighty thousand chosen warriors, to fight with Israel, to bring back the kingdom to Rehoboam."
14011002,14,11,2,"And a word of Jehovah is unto Shemaiah, a man of God, saying,"
14011003,14,11,3,"`Speak unto Rehoboam son of Solomon king of Judah, and unto all Israel in Judah and Benjamin, saying,"
14011004,14,11,4,"Thus said Jehovah, Ye do not go up nor fight with your brethren, turn back each to his house, for from Me hath this thing been;' and they hear the words of Jehovah, and turn back from going against Jeroboam."
14011005,14,11,5,"And Rehoboam dwelleth in Jerusalem, and buildeth cities for a bulwark in Judah,"
14011006,14,11,6,"yea, he buildeth Beth-Lehem and Etam, and Tekoa,"
14011007,14,11,7,"and Beth-Zur, and Shocho, and Adullam,"
14011008,14,11,8,"and Gath, and Mareshah, and Ziph,"
14011009,14,11,9,"and Adoraim, and Lachish, and Azekah,"
14011010,14,11,10,"and Zorah, and Aijalon, and Hebron, that `are' in Judah and in Benjamin, cities of bulwarks."
14011011,14,11,11,"And he strengtheneth the bulwarks, and putteth in them leaders, and treasures of food, and oil, and wine,"
14011012,14,11,12,"and in every city and city targets and spears, and strengtheneth them very greatly; and he hath Judah and Benjamin."
14011013,14,11,13,"And the priests, and the Levites, that `are' in all Israel, have stationed themselves by him, out of all their border,"
14011014,14,11,14,"for the Levites have left their suburbs and their possession, and they come to Judah and to Jerusalem, for Jeroboam and his sons have cast them off from acting as priests to Jehovah,"
14011015,14,11,15,"and he establisheth to him priests for high places, and for goats, and for calves, that he made --"
14011016,14,11,16,"and after them, out of all the tribes of Israel, those giving their heart to seek Jehovah, God of Israel, have come in to Jerusalem to sacrifice to Jehovah, God of their father."
14011017,14,11,17,"And they strengthen the kingdom of Judah, and strengthen Rehoboam son of Solomon, for three years, because they walked in the way of David and Solomon for three years."
14011018,14,11,18,"And Rehoboam taketh to him a wife, Mahalath, child of Jerimoth son of David, `and' Abigail daughter of Eliab, son of Jesse."
14011019,14,11,19,"And she beareth to him sons, Jeush, and Shamaria, and Zaham."
14011020,14,11,20,"And after her he hath taken Maachah daughter of Absalom, and she beareth to him Abijah, and Attai, and Ziza, and Shelomith."
14011021,14,11,21,"And Rehoboam loveth Maachah daughter of Absalom above all his wives and his concubines -- for eighteen wives he hath taken, and sixty concubines -- and he begetteth twenty and eight sons, and sixty daughters."
14011022,14,11,22,"And Rehoboam appointeth for head Abijah son of Maachah, for leader among his brethren, for to cause him to reign."
14011023,14,11,23,"And he hath understanding, and spreadeth out of all his sons to all lands of Judah and Benjamin, to all cities of the bulwarks, and giveth to them provision in abundance; and he asketh a multitude of wives."
14012001,14,12,1,"And it cometh to pass, at the establishing of the kingdom of Rehoboam, and at his strengthening himself, he hath forsaken the law of Jehovah, and all Israel with him."
14012002,14,12,2,"And it cometh to pass, in the fifth year of king Rehoboam, come up hath Shishak king of Egypt against Jerusalem -- because they trespassed against Jehovah --"
14012003,14,12,3,"with a thousand and two hundred chariots, and with sixty thousand horsemen, and there is no number to the people who have come with him out of Egypt -- Lubim, Sukkiim, and Cushim --"
14012004,14,12,4,"and he captureth the cities of the bulwarks that `are' to Judah, and cometh in unto Jerusalem."
14012005,14,12,5,"And Shemaiah the prophet hath come in unto Rehoboam and the heads of Judah who have been gathered unto Jerusalem from the presence of Shishak, and saith to them, `Thus said Jehovah, Ye have forsaken Me, and also, I have left you in the hand of Shishak;'"
14012006,14,12,6,"and the heads of Israel are humbled, and the king, and they say, `Righteous `is' Jehovah.'"
14012007,14,12,7,"And when Jehovah seeth that they have been humbled, a word of Jehovah hath been unto Shemaiah, saying, `They have been humbled; I do not destroy them, and I have given to them as a little thing for an escape, and I pour not out My fury in Jerusalem by the hand of Shishak;"
14012008,14,12,8,"but they become servants to him, and they know My service, and the service of the kingdoms of the lands.'"
14012009,14,12,9,"And Shishak king of Egypt cometh up against Jerusalem, and taketh the treasures of the house of Jehovah, and the treasures of the house of the king -- the whole he hath taken -- and he taketh the shields of gold that Solomon had made;"
14012010,14,12,10,"and king Rehoboam maketh in their stead shields of brass, and hath given `them' a charge on the hand of the heads of the runners who are keeping the opening of the house of the king;"
14012011,14,12,11,"and it cometh to pass, from the time of the going in of the king to the house of Jehovah, the runners have come in and lifted them up, and brought them back unto the chamber of the runners."
14012012,14,12,12,"And in his being humbled, turned back from him hath the wrath of Jehovah, so as not to destroy to completion; and also, in Judah there have been good things."
14012013,14,12,13,"And king Rehoboam strengtheneth himself in Jerusalem, and reigneth; for a son of forty and two years `is' Rehoboam in his reigning, and seventeen years he hath reigned in Jerusalem, the city that Jehovah hath chosen to put His name there, out of all the tribes of Israel, and the name of his mother `is' Naamah the Ammonitess,"
14012014,14,12,14,"and he doth the evil thing, for he hath not prepared his heart to seek Jehovah."
14012015,14,12,15,"And the matters of Rehoboam, the first and the last, are they not written among the matters of Shemaiah the prophet, and of Iddo the seer, concerning genealogy? And the wars of Rehoboam and Jeroboam `are' all the days;"
14012016,14,12,16,"and Rehoboam lieth with his fathers, and is buried in the city of David, and reign doth Abijah his son in his stead."
14013001,14,13,1,In the eighteenth year of king Jeroboam -- Abijah reigneth over Judah;
14013002,14,13,2,"three years he hath reigned in Jerusalem, (and the name of his mother `is' Michaiah daughter of Uriel, from Gibeah,) and war hath been between Abijah and Jeroboam."
14013003,14,13,3,"And Abijah directeth the war with a force of mighty men of war, four hundred thousand chosen men, and Jeroboam hath set in array with him battle, with eight hundred thousand chosen men, mighty of valour."
